id,prompt,dsl_present,svg_nonblank
73d9382bff01f823b41e1b5956f067d9,"The image contains a simple, monochromatic line drawing consisting of a large black circular shape at the top, a curved black line extending downward from it, and two horizontal black lines below the curve, all set against a white background.",False,False
53265889-a906-470a-8717-f3af3c5e5ccd,A black silhouette of a person snowboarding.,False,False
b1ca02cfeedcd872a55c70ce6b3ff09c,"A black gear-shaped icon with a central circular hole, featuring six rounded protrusions evenly spaced around the perimeter against a white background.",False,False
2ee5815d274c932d7595db413c0d45a8,"The image features a light blue grid pattern overlaid on a white pin icon with an orange circular tip, set against a transparent background.",False,False
6ffc093dac031f57dedbff4c54ad6b53,A stylized red icon depicting a document with a pencil beside it.,False,False
805e13c9-09d2-4828-a754-1939092246f4,A person wearing a green shirt is holding their stomach and looking down.,False,False
f317b1db71a938871c811c8e3a64ff78,"The image features a single black microphone icon set against a white background. The microphone has an oval-shaped head at the top, two curved support arms below it, a vertical post, and a horizontal base at the bottom.",False,False
de3d096a9919e2d36bfab7d98f12471b,A stylized icon depicting a building emitting red waves.,False,False
6a23eaf9af94f1dc2c6757965b09958b,"The image features a black rectangular radio icon with a white circle and two horizontal white lines, positioned centrally on the right side, and an antenna protruding from the top left corner.",False,False
f82a1d17293a309f41c745a2dd9e3057,"The image consists of a black icon featuring concentric arcs emanating from a central point above a vertical rectangle, set against a white background.",False,False
fa6ccf7e-9549-47c5-8c05-0b96ec5d56f3,A cup of coffee with a spoon on a saucer.,False,False
a0e1e594-d8ab-43e1-a395-eeb8db7132a5,A black and white silhouette of a bottle cap.,False,False
db5e492cdd2ef3eff0a1a5798a2e1e03,Two blue gear icons are shown side by side against a white background.,False,False
18626b764590055f2aae6292fd38df50,The image features a simple black outline of a t-shirt on a white background.,False,False
af5c92c5dd805ba882bf2cf71f1c0da5,"The image shows a black envelope icon with a trash can symbol inside it, both set against a white background.",False,False
6514c1d3e873cde2d0b364aa72b94b03,"A blue shopping cart icon with a handle, basket, and two wheels, set against a white background.",False,False
85a815b47e2f89ffeb68de032151f56d,"A single black icon featuring a stylized bone shape with two cloud-like protrusions, set against a white background. The bone curves gently through the center, with one cloud-like shape located towards the top-right and another towards the bottom-left.",False,False
7768eaa8d8a3f4de8d722af327e6e4fa,The image contains a single black letter 'q' against a white background.,False,False
86eb9093f8e49aba9fee562bd0701ed4,A simple yellow sun with radiating rays.,False,False
0fddcd7d7cc5f4e47d3593536e7f797e,"The image contains a single solid color, which is black, occupying the entire frame.",False,False
58851b06-b2b9-4a7e-96f4-c057ecfcb03e,A black-and-white sketch of a person's silhouette on a badge or identification card.,False,False
afc35e09-e0b3-4005-85a6-5b9ea92ffc44,"A black and white image of theater masks, one sad and one neutral, representing comedy and tragedy.",False,False
dd69f2cfb431fdf4ced08f7255dd6970,A black Japanese hiragana character 'ã¾' is displayed on a white square background.,False,False
6f4c365ad0d7bba6930c3f3633213f66,A black outline icon consisting of three overlapping rectangular shapes on a white background.,False,False
43538b024f1f60fe918a5bf3940aea9f,"A black-and-white illustration of a simplified computer monitor with a rectangular screen area, two small circular feet at the bottom, and a central circular button below the screen, all set against a transparent background.",False,False
df01f46bd358f107b4919b94efb0b365,"A green cartoon-style car icon with black headlights, a black roof area, and a white horizontal line at the top of the roof.",False,False
58b9421f28c24d526023e8b1b2493325,"The image depicts a black silhouette of a security camera with a rectangular body, a protruding lens, and an arm-like support.",False,False
832a8032c3da6573c5530a5f6537486a,The image features a light blue icon resembling a microchip or processor with black text 'Â°C' centered on it.,False,False
9e331a32e09fbc708dea49b88027cd6e,The entire image is uniformly filled with a solid black color.,False,False
3ab946716c079e386eae3c608eb3e510,A simple gray alarm clock icon with two bells on top.,False,False
1b80bd25-ccb4-4041-9895-142e59610944,A simple landscape drawing with mountains and a sun in a blue frame.,False,False
2efc5bf83782701ffe988db621c4bef9,A stylized logo featuring a geometric design with Chinese characters.,False,False
7fc400bb5e93c44d6b63d0fdc6e0ff14,A blue outline of a floppy disk icon.,False,False
9e72c6dd78d3115435efdd77656d9cf7,A black outline of a rectangular object resembling a ticket or receipt with wavy edges and a dollar sign ($) in the center.,False,False
51638adddbb17dd52b7a860d091afea2,"The image shows a black shopping cart icon with a diagonal black line crossing through it, all set against a white background. The shopping cart consists of a horizontal handle bar, two vertical side bars, and a circular wheel at the bottom left, with the diagonal line intersecting the cart from the top left to the bottom right corner.",False,False
963bb1df7ab893b87b41941827c22f17,A blue arrow pointing to the left.,False,False
4b5eeb0941380dab5e4b7c21a36902b0,The image features a single black outline of a video camera icon against a white background. The camera has a rectangular body with rounded corners and a triangular lens protruding from its right side.,False,False
eba7feb3013e23adb23aa8432b5c6e40,"A stylized, geometric purple gem with sparkling highlights.",False,False
4e355e35dc8edb95b514e3487a9e13f4,"A microphone icon with a gear symbol next to it, suggesting settings or configuration options related to audio.",False,False
b7b04b9f8a1071aba9fe8401fad79678,A stylized walking figure with a red dot for a head.,False,False
59ba28b82776364e6d5c9b82b1ca33b4,A simple play button icon with a triangle inside a circle.,False,False
91348c0b0c69183ca7a5ce0c14d33d4c,A stylized map icon with a location pin on top.,False,False
f22a95ed-6e0b-40b4-bab4-03d1813e32ce,A line drawing of a closed cardboard box.,False,False
a90ccfad4269a659725a078c9c3385e0,"The image features a black, stylized arrow icon with a bold outline against a white background.",False,False
cca98eb919e4d42b9402b9a15ab7a27f,"A black abstract symbol consisting of curved and straight lines against a white background, featuring three distinct parts: an upper semicircular loop, a central intersecting cross, and a lower hook-like structure.",False,False
c954181c0f7068dfa557d5fa204a9ab3,The image features a blue Chinese lantern with a darker blue outline and tassels at the bottom against a white background.,False,False
d1357835-8e25-45f8-80ed-5c93caafd8ff,A simple line drawing of a two-story building or structure.,False,False
c4faf634-3023-4cec-b1d1-9e27c09ec28a,A simple black and white line drawing of a stylized hand gesture.,False,False
23fd0372-c4df-42f1-b3ba-d5b26911afd7,A black and white line drawing of a bunch of grapes.,False,False
10f4ee45-455b-4a12-af4c-4ad671cc88cc,This is an image of a key icon on a light blue background.,False,False
9d9983d2944a72fc057c2c1e38520157,The image shows the number '12' in white text against a black background.,False,False
8a256a06888539b2276f0728b298bcf6,The image features a single black infinity symbol (â) centered against a white background.,False,False
2396f2ab4dfe7860463ad9438b3e2608,"A simple black outline icon depicting a person with a head and torso, shown against a white background.",False,False
f141210c97daf31a237c6c01ff221ccb,"The image shows a single gray wrench icon with two distinct parts: an elongated handle and a curved head, positioned diagonally across the frame.",False,False
0185f3975d6a39f29003339669d98720,The image consists of a black outline forming a stylized arrow within a square frame on a white background.,False,False
976cb41e081a20f3c6b97d026a3b36b6,A stylized white 'S' shape on a dark gray background.,False,False
c106940a5f0dab81ce47beb97b6583bf,"A single black silhouette of a cricket bat is centrally positioned against a white background, featuring a rounded handle at the top and a flat paddle-like blade at the bottom.",False,False
4d0a2eb6-e631-4382-9bb8-6257a35e3c35,"A line drawing of a notebook with a silhouette of a person in the center, resembling an address book or contact list.",False,False
576645d5e68be36d97b63de0f127d453,The image shows a single black leaf silhouette with a white central vein against a white background.,False,False
8c53af1feb8b2428b55a56b03c7f7183,A stylized icon representing a resume or profile with a person's head and shoulders.,False,False
487dd547-7ba2-41cf-b5aa-08691b4e0d0b,"An illustration of a folder icon with contents visible inside, representing a file storage system.",False,False
dc2053c8-2c1f-4d5b-be7a-d1edb51b4d9d,The image shows a black and white logo featuring stylized mountains enclosed in a circular outline.,False,False
522dbb719a7af9320fbd1e283f4de091,"The image contains a black rectangular shape resembling a document or folder icon with horizontal lines indicating content, and a circular badge with a five-pointed star on the right side.",False,False
853ecc8c-4b22-49b1-b401-8fab84804e88,A black and grey skeleton key with a intricate design on the top and bottom.,False,False
e0db5eacebc21e859253d0b383a1ed96,"A black envelope icon outlined in black with a bold black 'X' symbol overlaid on it, set against a white background.",False,False
c91871a6-5f92-4f84-ac8a-758d5adcbf50,"A dotted outline of a ladder, with four rungs visible, against a white background.",False,False
5460b288-68cd-47b4-a7f0-3dcc7af46e22,"A stylized black and white icon of a pen nib or fountain pen tip, commonly used in graphic design or drawing software to represent the Pen tool or bezier functions.",False,False
20c327c57674a8cbc5960bf89e75aada,The image shows a black icon featuring interconnected shapes with circular and curved lines against a white background.,False,False
b031866f9839e47867bdf04be7c70179,A black-and-white line drawing of a briefcase with two rectangular buckles and a handle positioned at the top.,False,False
2027e68d0f0f12743d8b1b3e0bf7327d,"A green, minimalist icon of a person with two arms extended upwards against a white background.",False,False
90efed7b71ba491724756bbcbfc46734,The image consists of a light blue bell-shaped object with a purple semi-circular element at the bottom.,False,False
a94d05f0e0eb85e06839b5c1c5523a74,"The image features a black and white icon with a large circle containing a heart symbol, a smaller circle with a plus sign, and a thick black border around the entire design.",False,False
fa16ad7ec9e08db1119b96f54d67f1c8,The image features a black line drawing of a coffee cup with two horizontal lines representing steam coming out from the top.,False,False
a92453bd82b74a72badf504d9fb77bbd,"The image features two thick black lines forming a right angle, set against a plain white background. The horizontal line spans across the lower part of the image, while the vertical line runs upward from the intersection point on the right side, extending to the top edge of the image.",False,False
75cbc991cd88a5b0b0351a1e6d743a1d,A green circular icon featuring a white speech bubble with a green bar inside it.,False,False
e0fb222844234c7fde7149aa7a2c49e2,"A single black shoe silhouette icon with an open-toe design positioned centrally against a completely white background. The shoe features a curved upper part that flows smoothly into the sole, with a pointed toe area and a small cutout detail near the heel, all depicted in solid black lines.",False,False
cdfa7edfdde22df95c4872e946865b8f,The image shows a dark gray circular icon containing two black silhouettes of people and a black pencil-like object.,False,False
a77d3986e254202d345d504cf50c1593,"The image features a magnifying glass icon with a gray outline and a yellow lens, set against a transparent background.",False,False
639cdf9c5a3f7bb32fe2c924f9ed43c8,A blue icon depicting a hierarchical structure with a central node connected to three other nodes.,False,False
ea729a2f4580947d41485f3775bd5707,A black circle containing a stylized Japanese yen symbol.,False,False
39ae60955e6b585fc27304e970ce565e,A minimalist blue stopwatch icon with a circular design and two lines representing hands.,False,False
6afe00f782bd17861b66844966a4f5b7,"The image features a simple black outline of a person's head and shoulders alongside a circular shape containing a black checkmark. The person icon is positioned to the left, and the circular checkmark shape is to the right, both centered against a white background.",False,False
a53ec4a5f72d175bcab07aa5d4ca0825,"A black-and-white image features a central white rectangular area surrounded by a thick black border. Within the white rectangle, there are ten small black squares arranged in two vertical columns, five on each side, with equal spacing between them.",False,False
a95fdba762ea7be4d915dd4d03f5b2f4,The image shows a black arrow pointing downward inside a black circular outline on a white background.,False,False
b41d7e3e022e43081f5192ee07f4d4f7,"The image features a dark gray circular logo with a stylized lowercase 'f' in the center, set against a transparent background.",False,False
368f07a008f8a3e39b1497d2de618441,A simple line drawing of a folded piece of paper with a pen resting on top.,False,False
c40d4f88519b6bb02fe8fca55bab9fa3,"The image features two black chain links against a solid white background, where the top link is oriented horizontally and the bottom link is oriented vertically, intersecting at their centers to form a continuous chain-like structure.",False,False
5a89b390d26eb0c79fa762f9bb6e0ea2,A simple black paperclip icon on a white background.,False,False
1bdce14177d6c7d19c56eb84d7d8de03,The image contains two gray elements: an abstract representation of a person and a checkmark symbol positioned to the right.,False,False
869fc1019e4860633ff8ce833e1f44ef,"A black upward-pointing arrow and a black downward-pointing arrow are positioned diagonally across a white background, with the upward arrow in the lower left and the downward arrow in the upper right.",False,False
bb6a320a-f1b2-4bf9-aa51-67e34dcbd214,The image is a black and white drawing of a reindeer's head with its antlers and nose clearly visible.,False,False
795d07ed95526c906b164488ac16409e,The image shows a black silhouette of an acoustic guitar against a white background.,False,False
796221887d9b5a55ed27a7b445ca93da,"A simple line drawing of a cloud icon in dark blue, featuring an arc-like shape with three curved lines extending to the right.",False,False
f012d7256a7942d77f2f733d47b3c609,"The image features a black rectangular icon with a small protruding tab on the left side. Inside the rectangle, there is a white gear shape centered towards the middle-right area of the icon. The background of the entire image is white.",False,False
dea8c91b333fef2d0cad705d4556cbb0,"The image shows a black, stylized letter 'e' with multiple overlapping strokes against a white background.",False,False
d584789a90321b0e5b02f5b57b783d22,A simple illustration of overlapping paper documents with a light blue gradient.,False,False
7b09ab57cfb607da982fb06b6ba08ccb,"The image features a black-and-white line drawing of a simplified building with a triangular roof, two vertical columns to the left, and a rectangular entrance with three horizontal lines on the right. A small black star is positioned near the top center of the roof, and the entire illustration sits against a white background.",False,False
3c1afdf835e6b629d14ee7c0e78760e0,"A black key icon with a circular bow and a rectangular shaft, set against a white background.",False,False
b3dcd64a4e0748e091af2990909be3aa,"The image features a blue speech bubble with three black dots inside it, positioned centrally against a white background.",False,False
9a9563a6-a25f-4d01-8bc7-8da0cf5f5e45,A slice of pepperoni pizza with melted cheese dripping.,False,False
b17139fd16d7ace872ea8110329ecf21,The image features a dark gray outline of a martini glass with a lemon twist on the rim and a straw extending diagonally from the top right corner.,False,False
84225196-e3a2-4789-873c-6009be8dd608,"A stylized black and white icon of a laboratory flask, commonly used in chemistry experiments.",False,False
5a17ad6464e07133da8992dd3c52488b,"The image features a single blue geometric logo consisting of a rotated square with a curved line segment extending from one side, positioned centrally against a white background.",False,False
9255034c-9ca4-49a3-969f-aa56573be0b2,A red and white flower graphic with eight petals and a circular center.,False,False
566f44c1afbe084f8665c31b1396728d,"A black outline of two overlapping rectangles, one larger and positioned slightly behind the other, with a prominent black plus sign (+) centered within the front rectangle, against a white background.",False,False
11b43007370a4744a79048f67b5c90a4,"The image features a black line drawing of a rectangular icon with a curved bracket on its left side, three horizontal lines inside the rectangle, and a solid white background.",False,False
a18b36b0fa714d7f34575a027d1bc693,"The image shows a black clapperboard icon with white diagonal lines at the top, set against a white background.",False,False
37e8022f-243f-40f8-89f7-c5c056083469,Silhouette of computer CPU or microprocessor illustration.,False,False
thesantatitan_deepseek-svg-dataset_0001179,Generate svg code for an image that looks like: the x logo. Don't use markdown just give svg code,False,False
fd8b4b17bf2a56a32144b1e3fd080dc4,"A black outline drawing of a telephone handset, isolated on a white background.",False,False
a9f87cd9445715e6b87fbe34c18a0fcf,"A minimalist black silhouette of a bus viewed from the front, featuring a rectangular windshield and two circular headlights.",False,False
34c190727cce6d1ea6d41e76ec560860,A simple line drawing of a camera with black lines on a white background.,False,False
605476208ee5690024db67bb3db70285,A stylized logo featuring a blue square with a white 'f' inside it.,False,False
b4f79e0b2f72c1e7b9f8c4956be5a1f6,"The image features a single black numeral '8' centered in a white square, with distinct rounded segments forming the top and bottom loops of the digit, and a solid black bar connecting them vertically.",False,False
a198f33e-3ec4-4932-8a5e-8266f5ef9ee1,A person is feeding and holding a baby.,False,False
b185f9e6f195059e509da7cdd413babb,"The image contains two blue elements: the number '8' and the letter 'h', both centered against a white background.",False,False
616da53d0b6c10cb4b9658b6cf8f04c1,"A black outline of a camera icon on a white background, featuring a rectangular body with a triangular lens protruding from the right side.",False,False
2ecac2a7259aa42b1f34ae1ca7a84304,"A black-and-white icon featuring a cloud shape at the top and four horizontal lines below it, arranged vertically.",False,False
9a0c9dc7-ff3e-45df-9040-01ea6572ab3c,The image depicts a black and white icon of a covered serving dish typically seen in a restaurant setting.,False,False
8c32b0cc5f5d6cc5237154f5aefdad3a,A hand gesture with an arrow pointing to the right.,False,False
ddeb75ae62bcf0b9d4020fed43425249,"The image contains black Cyrillic letters 'РУБ' (RUB) inside a square, with additional decorative elements resembling crosses or X-shaped patterns in the corners, all set against a white background.",False,False
33712ead-2ffa-41ac-8b3c-450418e64526,A set of hands holds a guest's head in preparation for a Reiki session.,False,False
c321f45ec36cd318121742cf86b4bbe3,A stylized blue icon featuring a large white 'W' on a layered background.,False,False
3c4fae8973f3201cc56bf021d6c28a05,A simple illustration of a dark blue blazer with a single button closure.,False,False
6eca3b2c4fa89b8a75aae63e1e99d965,A stylized icon depicting a computer monitor with a blue gradient background.,False,False
4a4873e4c365c59b08392cb0a3e4a5a2,"A single black speech bubble icon with a white interior is centered against a white background. The speech bubble has a rectangular shape with rounded corners and a triangular tail pointing downward to the left, indicating dialogue or communication.",False,False
14e2bada9947c9771638f4c8de86a362,"The image shows two overlapping yellow folder icons, each outlined in black, with one partially covering the other.",False,False
037dde66e5c63733fa3d155d56e83a2e,"The image features a single black wallet icon with a white interior, depicted against a white background. The wallet has a rectangular shape with a curved top edge and a flap that overlaps slightly to the right, showing a small circular hole near the bottom right corner of the wallet's front side.",False,False
ebdf859d921b2cfdcb73d16f47016fcb,"The image shows a single black shovel icon with a white handle grip against a solid white background. The shovel has a slightly curved blade at the bottom and a straight handle extending upwards, with a circular cutout in the handle for gripping.",False,False
b3d2b3de67376420e0ce0999630c1b06,"The image features a black circular arrow icon on a white background, indicating a cycle or rotation.",False,False
3c45ef17a1f899dcd6bc21f857abedb6,A black silhouette of a person wearing a headset and tie against a white background.,False,False
3755d5181136c358d28f77501efc697b,A black speech bubble icon with three dots inside it.,False,False
774b94e6b5203b32b92364d81d1c0cc6,"The image features a single black abstract symbol composed of two interconnected circular shapes, one larger and one smaller, positioned centrally against a white background.",False,False
5006c58a2f008edfd4bfe6139810547d,"A black outline drawing of a flying saucer-like object with a domed top, a circular base, and two vertical supports, set against a white background.",False,False
fa49d1a6aab69014a23585aef9b4c490,A three-dimensional blue cube with gradient shading.,False,False
e9d61a4aae58d3751999c104886c311f,"A spooky, ghostly figure with glowing yellow eyes and a menacing grin.",False,False
da41b54baffda55195a4903087a9c0a5,A circular icon with a white line crossing over a stylized letter 'c' inside it.,False,False
3fddc9a0-5fcf-48ea-908d-8c87851d6407,A white crab symbol on a black circle representing the zodiac sign Cancer.,False,False
ffe0160c-355c-4abc-917a-9f8aa2df5f0e,"A blue padlock at the center of a grid with arrows pointing towards it, symbolizing security or protection.",False,False
dec247574ae1fceb82580da0c2636b78,"A black camera icon with white circular elements, including a lens and buttons, against a white background.",False,False
1bf0a4fd8b529954a7c4b755f5592e39,"The image shows a simple, black outline of a pair of sunglasses with two rectangular lenses, connected by a curved bridge, and featuring two upward-curved earpieces extending from each lens against a plain white background.",False,False
71229e9fb7139eaf508760275eacdeb2,"A black symbol consisting of an inverted triangle pointing to the right and a vertical line with a downward-pointing arrowhead, both positioned against a white background.",False,False
5cbc0b2b-a5b2-4f77-97bd-ba8c6d4ec74c,A black and white silhouette of an apple with two slots.,False,False
b58139c55d43e791697567363c8a4460,"The image shows a black-and-white icon featuring a square document with a checkmark in the center, a folded corner on the top left, and three vertical lines at the bottom, all set against a white background.",False,False
533830e799427ac90462e7bd2b8ccd83,"The image features a black silhouette of a telephone handset with two vertical lines indicating pause or hold symbols, set against a white background.",False,False
ea93e12ab3ba63800e57b92baacf3b89,The image features a dark blue icon with a crossed-out currency symbol (Â¥) inside a circle.,False,False
7aee9393-5a81-45ec-8865-e5f1ca18cbae,"A minimalist line drawing of two parallel lines with a third line intersecting them at an angle, forming a geometric shape.",False,False
ed3be894-4384-47ff-9e48-9e38d4943630,An icon depicting a document with a title bar and text.,False,False
bc765aee-0c85-4e1b-8e79-ca876ffc8c57,A menu or catalog page with a picture of a red beverage and text bullet points.,False,False
2b0ce303-8182-4b7f-90f1-379a2a350c41,"A geometric, black and white pattern forming a starlike shape with interlocking lines.",False,False
bb7dc129-a948-494c-960e-8a6728b3bac0,A black and white line drawing of a speaker icon with sound waves emanating from it.,False,False
9080bb03-1946-4d44-9f51-b7c1a6120940,An icon with three horizontal lines and an arrow pointing either up or down in between.,False,False
7dd1b6b7383bc19f38cb73a81dce5f14,"The image shows a black, symmetrical symbol composed of two teardrop-like shapes flanking a central vertical line, both supported by a horizontal line at the top and a small rectangular base at the bottom, set against a white background.",False,False
2edfc92eb5e00ba4e6d1f3d6d55bf7db,A stylized green shield icon with a white background.,False,False
f496d4356a37d545c2903fa36e493284,A green shirt is hanging over the edge of a white basin filled with blue water.,False,False
38b176737aaa3d129ece7d30211388ca,A simple line drawing of a document with horizontal lines representing text.,False,False
10054d5e97923c31d3f090a7be76cfec,A simple black silhouette of a person riding a horse with a saddle.,False,False
060d74da90afa9b3f8f14237c83d1970,A simple black-and-white icon depicting a megaphone with a handle on the left side and a flared speaker on the right.,False,False
d33e9257f3f4d1374dcda52d920d65d1,"The image features blue and orange geometric shapes forming a partial structure with a cross and an angular line, intersecting at an orange circle, with another orange circle nearby.",False,False
694eec9473b383b64843412844164b9a,The image shows a simplified blue shopping cart icon with two wheels on a white background.,False,False
07388aecbe3020febb41744d568c32e5,A musical note with two red dots at its ends.,False,False
efa84cbc19adddf53f8fded9de39185c,"A black line drawing of a stylized magnifying glass icon is centered against a white background. The magnifying glass features an elongated handle extending to the right, with a circular lens area marked by a diagonal slash across it.",False,False
4ceb2de56b8a4a667bab0cbe761d1dbc,A simple line drawing of an envelope with a diagonal arrow inside it.,False,False
08622d6ae1ffc2c7945fb76c5ee21b2c,A minimalist geometric illustration of a red cardinal bird with black accents.,False,False
fc6850e28ca47e7c4620a0a810b0a33f,"The image features a single black geometric shape composed of interconnected triangular and trapezoidal forms, set against a plain white background. The design includes a central vertical white gap that separates the two halves of the figure, creating a symmetrical and abstract composition.",False,False
4ffbff366fc8a0973cfe6f31d034bbff,"The image features a dark gray arrow pointing to the right, surrounded by four smaller square shapes, all in the same dark gray color.",False,False
49484c41779a745a90c961b0ed141a99,A stylized pink diamond with multiple facets.,False,False
0b846be714c0cb5d1d68af1ad1c5b4cf,"The image shows a white square with rounded corners, outlined by a black border, containing a black greater-than symbol (>) pointing to the right and a horizontal line below it, resembling an assignment operator.",False,False
0444cb0e-f24d-49ea-b958-61c50002b7f8,"The image shows the back of a bus with two rear view mirrors, a license plate, and various lights, including taillights and reflectors.",False,False
8dd45f18ee9d2a7d1e7b16fce184e99b,"The image shows a simple line drawing of a person shape with a circular head and a rounded body, all in black on a white background.",False,False
ee959eba320678966980b5266489ed0f,The image shows a black chain link pattern on a white background.,False,False
749dbb938050d35c5fcdf4f9d378d8a3,A blue ring with a Chinese character inside it.,False,False
712fb5ad9547a2a859eed9fc42f1cf8d,A simple line graph with an upward trend indicating growth or improvement.,False,False
cee975d169c6ff0d78bb5572b404ccf6,A black magnifying glass icon with a circular lens and a handle extending to the lower right corner against a white background.,False,False
d6d1dee2a2fde7b349762e48c63b6c07,"The image consists of a black silhouette of an abstract shape resembling the letter 'E' with three horizontal lines and a curved line, all set against a white background.",False,False
8b9186dca63a14a1480c50ae3001b884,A simple line drawing of a shopping cart icon.,False,False
5d08388622a8416c9f124edb303655ab,"The image features a large gray uppercase letter 'A' at the top, a smaller gray lowercase letter 'a' at the bottom right, and a blue curved arrow pointing from the lowercase 'a' towards the uppercase 'A'.",False,False
3c89ac21-2c9c-4285-993e-bb2ed4f4132d,A yellow line art illustration of a balance scale.,False,False
211ac579-e807-43a9-89a3-f8126433ed69,The image is a black and white silhouette of a pacman-like figure eating three Pac-Man ghosts.,False,False
b75b5b813208c3575eae23e7f8441c9c,The image shows a black geometric logo consisting of overlapping shapes on a white background.,False,False
e8aee3776894d20b70727aa265e3c8b6,"The image features a stylized magnifying glass icon with a solid purple outline and a horizontal pink line in the center, resembling a simplified 'Q' shape.",False,False
d960f5de-3ab1-41a3-8db1-853e895889ec,A stylized icon depicting a clockwise rotation or update symbol.,False,False
22df98911f5c5a5eabc508e739730daf,"The image features a dark blue tie symbol encircled by a thin ring, centered within a white background.",False,False
9ca610ffc3aa94ee90b8fad40f39f2ce,The image displays a single gray number '7' centered against a white background.,False,False
8e1fadf0ca78b939adfb003d4e011a0e,A minimalist pie chart icon with a single slice removed.,False,False
ab976da55b074a76089bd31cf654dc11,A simple line drawing of a tooth with a green highlight indicating a cavity or decay.,False,False
7d41f40dc025829b6c2c3f9370aa91ab,"The image shows a monochromatic icon of a megaphone with a simple geometric design, featuring dark gray lines against a transparent background.",False,False
68e2e535-32c9-48fd-a9f6-9c4b2c411e58,"A line art icon of a calendar with a check mark and a package, indicating delivery or shipping.",False,False
8c7c71f2fa98547406cb8e566921b0f0,A simple orange shopping bag icon with a white handle.,False,False
61b523b078eb8c534f9f61b1a98b3c59,"The image depicts a single black symbol consisting of a vertical line extending downward from a black circular shape at the top, with two black arrows pointing to the right, one at the bottom left and the other at the bottom right, against a white background.",False,False
233eefc40f52085d4f6005f113561a01,"A black outline of a circular shape is divided into two distinct sections by a vertical line, with one section containing a triangular shape that points downward. The entire design is set against a white background.",False,False
d47c83db86be1d46ff99cbff54fc0db9,A dark gray outline of a map pin icon on a white background.,False,False
6ac4b137-01f0-42d6-b8c0-95de2b9dd062,A two-tiered wedding cake with a heart on top.,False,False
